Date,Customer_ID,Location,Customer_Type,Product,Quantity_Sold_kg,Price_per_kg_KES,Sugarcane_Input_kg,Labor_Cost_KES,Transport_Cost_KES,Sugarcane_Cost_KES,Revenue_KES,Jaggery_Output_kg,Beginning_Inventory_kg,Ending_Inventory_kg,Month,Surplus/Shortage_kg,Month_Name,Month_Num,Conversion_Efficiency,Avg_Inventory_kg,Turnover_Rate,Surplus_Shortage_kg,Total_Cost_KES,Profit,Profit_Margin
2025-01-01,bb6857ff,Migori,Individual,Jaggery Blocks,81,84,85,542,430,1771,6804,43.4586063998117,87.2020842235533,6.2020842235533,1,-37.5413936001883,Jan,1,0.5112777223507259,46.7020842235533,0.9305496129848138,-37.5413936001883,2743,4061,0.5968547912992358
2025-01-01,c1ba2de5,Kisii,Individual,Jaggery Paste,73,111,190,516,215,1785,8103,73.26559900187772,110.09372196771346,37.09372196771346,1,0.26559900187771746,Jan,1,0.3856084157993564,73.59372196771346,0.9955414272160376,0.26559900187771746,2516,5587,0.6894977168949772
2025-01-01,e49e2e5a,Kisumu,Wholesale,Jaggery Paste,80,72,51,758,481,1848,5760,26.47946669053788,53.998025249040616,0.0,1,-53.520533309462124,Jan,1,0.5192052292262329,26.999012624520308,0.9807568542891609,-53.520533309462124,3087,2673,0.4640625
2025-01-01,cab8e3a4,Kisii,Wholesale,Liquid Jaggery,77,133,180,528,246,566,10241,59.03808419574415,91.98421231529444,14.984212315294428,1,-17.961915804255852,Jan,1,0.32798935664302303,53.484212315294435,1.1038413326106238,-17.961915804255852,1340,8901,0.8691534029879895
2025-01-01,1cf05714,Migori,Retail,Liquid Jaggery,85,108,74,655,379,1171,9180,22.43692479024412,64.75555236067441,0.0,1,-62.56307520975588,Jan,1,0.3032016863546503,32.37777618033721,0.6929730030029025,-62.56307520975588,2205,6975,0.7598039215686274
2025-01-01,5f752a99,Kisumu,Wholesale,Liquid Jaggery,49,83,106,534,142,1319,4067,60.668544277321445,83.30037005765149,34.30037005765149,1,11.668544277321445,Jan,1,0.5723447573332212,58.80037005765149,1.0317714704488812,11.668544277321445,1995,2072,0.5094664371772806
2025-01-01,7b9fce8a,Migori,Wholesale,Jaggery Paste,52,72,52,412,276,1686,3744,21.82948788370756,53.929626934169306,1.9296269341693064,1,-30.17051211629244,Jan,1,0.4197978439174531,27.929626934169306,0.7815889533777198,-30.17051211629244,2374,1370,0.3659188034188034
2025-01-01,6cf5d7af,Kisii,Individual,Liquid Jaggery,78,131,104,408,439,1123,10218,61.81129330620038,100.06604418021269,22.066044180212685,1,-16.188706693799617,Jan,1,0.5943393587134652,61.066044180212685,1.0122039856354275,-16.188706693799617,1970,8248,0.8072029751419064
2025-01-01,e3a0d9c4,Homa Bay,Individual,Jaggery Paste,87,86,78,508,425,1714,7482,43.20658312559098,86.11203398787981,0.0,1,-43.79341687440902,Jan,1,0.5539305528921921,43.056016993939906,1.0034969823537618,-43.79341687440902,2647,4835,0.6462175888799786
2025-01-01,6cde04b0,Kisii,Individual,Liquid Jaggery,18,113,64,934,488,1958,2034,37.3831733403717,84.11350005802396,66.11350005802396,1,19.383173340371698,Jan,1,0.5841120834433078,75.11350005802396,0.49768914125282143,19.383173340371698,3380,-1346,-0.6617502458210422
2025-01-01,9e902c81,Migori,Retail,Jaggery Paste,93,79,176,527,109,759,7347,95.37806885621912,139.05903757881714,46.05903757881714,1,2.378068856219116,Jan,1,0.5419208457739723,92.55903757881714,1.0304565750805423,2.378068856219116,1395,5952,0.810126582278481
2025-01-01,859301c3,Siaya,Individual,Jaggery Blocks,93,146,176,365,213,1001,13578,102.34549249562971,134.85227412300208,41.85227412300208,1,9.345492495629713,Jan,1,0.5815084800888052,88.35227412300208,1.1583798324550945,9.345492495629713,1579,11999,0.8837089409338637
2025-01-02,8b140377,Migori,Individual,Jaggery Blocks,24,129,158,499,293,1950,3096,84.87458053008639,104.96573891315984,80.96573891315984,1,60.87458053008639,Jan,1,0.5371808894309266,92.96573891315984,0.9129662338226401,60.87458053008639,2742,354,0.11434108527131782
2025-01-02,a4377d41,Homa Bay,Wholesale,Jaggery Paste,97,148,51,577,358,704,14356,21.585377715448114,57.40132468794752,0.0,1,-75.41462228455188,Jan,1,0.42324270030290423,28.70066234397376,0.7520863963608271,-75.41462228455188,1639,12717,0.8858317079966564
2025-01-02,698909e2,Homa Bay,Retail,Jaggery Blocks,93,126,65,414,144,1146,11718,36.08234992634426,78.18074253983907,0.0,1,-56.91765007365574,Jan,1,0.5551130757899116,39.09037126991954,0.9230495580918162,-56.91765007365574,1704,10014,0.8545826932923707
2025-01-02,41e18544,Kisumu,Retail,Liquid Jaggery,20,137,63,837,445,1281,2740,35.69912347185825,60.35740030198591,40.35740030198591,1,15.69912347185825,Jan,1,0.5666527535215595,50.35740030198591,0.7089151397366795,15.69912347185825,2563,177,0.0645985401459854
2025-01-02,ee271197,Kisumu,Retail,Jaggery Blocks,67,95,195,513,253,1298,6365,65.91269501120297,97.11731761261558,30.11731761261558,1,-1.0873049887970296,Jan,1,0.33801382057027163,63.61731761261558,1.0360810151186288,-1.0873049887970296,2064,4301,0.6757266300078555
2025-01-03,01d99c98,Kisumu,Individual,Jaggery Blocks,68,72,134,932,436,1184,4896,45.2427597349109,83.4168779937961,15.416877993796106,1,-22.757240265089102,Jan,1,0.33763253533515597,49.416877993796106,0.9155325381055186,-22.757240265089102,2552,2344,0.47875816993464054
2025-01-03,d3fda4b6,Migori,Retail,Jaggery Paste,25,140,177,417,460,1811,3500,98.0071256891582,126.04341921671636,101.04341921671636,1,73.0071256891582,Jan,1,0.5537125745150181,113.54341921671636,0.8631687011476677,73.0071256891582,2688,812,0.232
2025-01-03,344154a8,Kisumu,Retail,Jaggery Blocks,49,145,161,512,312,980,7105,61.92811470894553,90.2265805723784,41.2265805723784,1,12.928114708945529,Jan,1,0.3846466752108418,65.7265805723784,0.9422080712193756,12.928114708945529,1804,5301,0.7460942997888811
2025-01-03,37f18c6f,Kisii,Individual,Jaggery Blocks,20,138,131,691,232,540,2760,63.7412367564564,88.04056089613172,68.04056089613172,1,43.7412367564564,Jan,1,0.4865743263851634,78.04056089613172,0.8167706129289993,43.7412367564564,1463,1297,0.46992753623188405
2025-01-03,75fb9a71,Migori,Retail,Jaggery Blocks,81,113,106,979,205,1100,9153,57.88480414064321,105.0994704567044,24.099470456704395,1,-23.11519585935679,Jan,1,0.5460830579305963,64.5994704567044,0.8960569449162674,-23.11519585935679,2284,6869,0.7504643286354201
2025-01-03,ff00eb92,Migori,Retail,Jaggery Paste,51,149,166,901,306,523,7599,74.6775482809256,103.82089757823655,52.82089757823656,1,23.677548280925606,Jan,1,0.44986474868027476,78.32089757823655,0.9534817729371459,23.677548280925606,1730,5869,0.7723384655875773
2025-01-03,36cf3fc4,Migori,Wholesale,Jaggery Paste,15,86,177,851,224,1156,1290,94.62168396122128,107.73525008564182,92.73525008564182,1,79.62168396122128,Jan,1,0.5345857850916457,100.23525008564182,0.9439960880067215,79.62168396122128,2231,-941,-0.7294573643410853
2025-01-04,480e55ff,Migori,Individual,Jaggery Paste,25,104,60,617,328,1664,2600,30.90994615818756,66.81674626666658,41.81674626666658,1,5.909946158187559,Jan,1,0.515165769303126,54.316746266666584,0.5690684417368452,5.909946158187559,2609,-9,-0.0034615384615384616
2025-01-04,2fe5a08d,Homa Bay,Individual,Jaggery Paste,40,133,102,403,155,1358,5320,49.43402336580161,89.82287651303862,49.82287651303862,1,9.434023365801607,Jan,1,0.48464728790001577,69.82287651303862,0.7079917905784127,9.434023365801607,1916,3404,0.6398496240601503
2025-01-04,361f0df8,Kisumu,Wholesale,Jaggery Paste,85,135,118,745,370,1731,11475,61.38744377557395,74.24036335208652,0.0,1,-23.61255622442605,Jan,1,0.5202325743692707,37.12018167604326,1.653748473305355,-23.61255622442605,2846,8629,0.7519825708061002
2025-01-04,6187460b,Migori,Retail,Jaggery Paste,73,132,78,854,203,1741,9636,44.544658153289824,90.7288682778046,17.728868277804594,1,-28.455341846710176,Jan,1,0.5710853609396132,54.228868277804594,0.8214196528147272,-28.455341846710176,2798,6838,0.7096305520963055
2025-01-04,1ddc5b2c,Homa Bay,Retail,Jaggery Blocks,37,138,181,787,303,1056,5106,72.2357074343385,121.60533610640444,84.60533610640445,1,35.235707434338494,Jan,1,0.3990923062670635,103.10533610640445,0.7006010567657859,35.235707434338494,2146,2960,0.5797101449275363
2025-01-04,7d0204e3,Kisumu,Wholesale,Liquid Jaggery,13,148,154,678,110,1964,1924,49.11801640118323,80.03727700541654,67.03727700541654,1,36.11801640118323,Jan,1,0.3189481584492418,73.53727700541654,0.6679335760224756,36.11801640118323,2752,-828,-0.4303534303534304
2025-01-05,34049a47,Kisii,Wholesale,Jaggery Paste,59,119,196,766,153,643,7021,88.064052021409,128.95441860753692,69.95441860753692,1,29.064052021408997,Jan,1,0.44930638786433164,99.45441860753692,0.8854714878875705,29.064052021408997,1562,5459,0.7775245691496938
2025-01-05,08f2d54e,Migori,Retail,Liquid Jaggery,93,123,168,926,175,1381,11439,83.9984580495266,95.99934872618891,2.999348726188913,1,-9.001541950473396,Jan,1,0.49999082172337267,49.49934872618891,1.6969608734485238,-9.001541950473396,2482,8957,0.7830229915202378
